,culture,id,age.group,gender,test.date,counterbalancing.order,trial.nr,condition,story,better.job,better.job.reli,better.job.correct,better.job.correct.reli,better.job.why,better.job.why.cat,better.job.why.cat.reli,help.seeking,help.seeking.reli,help.seeking.correct,help.seeking.correct.reli,help.seeking.why,help.seeking.why.cat,help.seeking.why.cat.reli,comments,age,age.group.sum,sub.id
797,usa,5,4,female,8/13/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck's behind the yellow fence,outcome,outcome,0,0,correct,correct,Because she found the duck,outcome,outcome,NA,4.76386037,4.5,5.usa
798,usa,5,4,female,8/13/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because the dog is behind the pink busah,outcome,outcome,0,0,wrong,wrong,Because she found the dog behind the busah,outcome,outcome,NA,4.76386037,4.5,5.usa
799,usa,6,4,female,9/11/20,process.only,1,process.only,cat,0,NA,wrong,NA,Because i don't know,i don't know,i don't know,0,NA,wrong,NA,Because i don't know,i don't know,i don't know,NA,4.5229295,4.5,6.usa
800,usa,6,4,female,9/11/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because she's pointing at the yellow one and the duck is behind the yellow one,outcome,outcome,0,NA,correct,NA,Because my toy is lost,other,other,NA,4.5229295,4.5,6.usa
801,usa,6,4,female,9/11/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because her dog is behind the pink one,outcome,outcome,0,NA,wrong,NA,Because my toy is lost,other,other,NA,4.5229295,4.5,6.usa
802,usa,6,4,female,9/11/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because the bunny's behind the red one,outcome,outcome,0,NA,correct,NA,Because the toy is lost,other,other,NA,4.5229295,4.5,6.usa
803,usa,6,4,female,9/11/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because the trails are going behind the white logs,process,process,1,NA,correct,NA,Because my toy is lost,other,other,NA,4.5229295,4.5,6.usa
804,usa,6,4,female,9/11/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because the bird is behind the blue wall,outcome,outcome,1,NA,correct,NA,Because my toy is lost,other,other,NA,4.5229295,4.5,6.usa
805,usa,7,4,male,9/14/20,process.only,1,process.only,cat,0,0,wrong,wrong,i don't know,i don't know,i don't know,1,1,correct,correct,i don't know,i don't know,i don't know,NA,4.473648186,4.5,7.usa
806,usa,7,4,male,9/14/20,process.only,2,outcome.only,duck,0,0,correct,correct,Because she found the duck,outcome,outcome,0,0,correct,correct,Because I always lose my toys,other,other,NA,4.473648186,4.5,7.usa
807,usa,7,4,male,9/14/20,process.only,3,outcome.vs.process,dog,0,0,wrong,wrong,Because its in the pink busah,outcome,outcome,0,0,wrong,wrong,Because I always lose my toys,other,other,NA,4.473648186,4.5,7.usa
808,usa,7,4,male,9/14/20,process.only,4,outcome.only,bunny,0,0,correct,correct,Because they did a better job,outcome,outcome,0,0,correct,correct,Because he's doing a better job and I need to find my toy,outcome,outcome,NA,4.473648186,4.5,7.usa
809,usa,7,4,male,9/14/20,process.only,5,process.only,hamster,1,1,correct,correct,Because she found the hamster paw prints,process,process,1,1,correct,correct,Because my dad's computer,other,other,NA,4.473648186,4.5,7.usa
810,usa,7,4,male,9/14/20,process.only,6,outcome.vs.process,bird,0,0,wrong,wrong,Because he's doing a better job,outcome,outcome,1,1,correct,correct,Because I always lose papers,other,other,NA,4.473648186,4.5,7.usa
811,usa,8,4,male,9/20/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because he has the bunny,outcome,outcome,1,NA,wrong,NA,Because,other,other,NA,4.722792608,4.5,8.usa
812,usa,8,4,male,9/20/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because she found the tracks,process,process,1,NA,correct,NA,Because she found the tracks,process,process,NA,4.722792608,4.5,8.usa
813,usa,8,4,male,9/20/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he found the blue wall,outcome,outcome,0,NA,wrong,NA,Because he found the blue wall,outcome,outcome,NA,4.722792608,4.5,8.usa
814,usa,8,4,male,9/20/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because he found the bell,process,process,1,NA,correct,NA,Because he looks like my friend?,other,other,NA,4.722792608,4.5,8.usa
815,usa,8,4,male,9/20/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because she found the yellow gate,outcome,outcome,0,NA,correct,NA,Because she found the yellow gate,outcome,outcome,NA,4.722792608,4.5,8.usa
816,usa,8,4,male,9/20/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she found the pink busah,outcome,outcome,0,NA,wrong,NA,Because she found the pink busah,outcome,outcome,NA,4.722792608,4.5,8.usa
817,usa,9,4,female,9/28/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because he actually found the bunny,outcome,outcome,0,NA,correct,NA,Because he found the bunny,outcome,outcome,NA,4.616016427,4.5,9.usa
818,usa,9,4,female,9/28/20,outcome.only,2,process.only,hamster,0,NA,wrong,NA,i don't know,i don't know,i don't know,0,NA,wrong,NA,i don't know,i don't know,i don't know,NA,4.616016427,4.5,9.usa
819,usa,9,4,female,9/28/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he found the bird,outcome,outcome,0,NA,wrong,NA,Because he found the bird,outcome,outcome,NA,4.616016427,4.5,9.usa
820,usa,9,4,female,9/28/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because he found the bell,process,process,1,NA,correct,NA,Because he found the bell,process,process,NA,4.616016427,4.5,9.usa
821,usa,9,4,female,9/28/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because she found the duck,outcome,outcome,0,NA,correct,NA,Because she found the duck,outcome,outcome,NA,4.616016427,4.5,9.usa
822,usa,9,4,female,9/28/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she found the dog,outcome,outcome,0,NA,wrong,NA,Because she found the dog,outcome,outcome,NA,4.616016427,4.5,9.usa
823,usa,10,4,female,10/13/20,process.only,1,process.only,cat,0,0,wrong,wrong,Because I know that sometimes you see it right there,other,other,1,1,correct,correct,Because he found a bell,process,process,NA,4.563997262,4.5,10.usa
824,usa,10,4,female,10/13/20,process.only,2,outcome.only,duck,0,0,correct,correct,Because I see the duck is behind the yellow fence,outcome,outcome,1,1,wrong,wrong,Because she spinned her wheel,process,process,NA,4.563997262,4.5,10.usa
825,usa,10,4,female,10/13/20,process.only,3,outcome.vs.process,dog,1,1,correct,correct,Because the dog had been the yellow busah only first,process,process,0,0,wrong,wrong,Because she found the dog,outcome,outcome,NA,4.563997262,4.5,10.usa
826,usa,10,4,female,10/13/20,process.only,4,outcome.only,bunny,0,0,correct,correct,Because I see the rabbit behind the red rocks,outcome,outcome,0,0,correct,correct,Because I see the rabbit,outcome,outcome,NA,4.563997262,4.5,10.usa
827,usa,10,4,female,10/13/20,process.only,5,process.only,hamster,1,1,correct,correct,Because she found the traces,process,process,0,0,wrong,wrong,Because the hamster is behind the log,outcome,outcome,NA,4.563997262,4.5,10.usa
828,usa,10,4,female,10/13/20,process.only,6,outcome.vs.process,bird,1,1,correct,correct,Because he doesn't have a spinning wheel,other,other,1,1,correct,correct,Because he found the bird and I see the bird behind the blue wall,other,other,NA,4.563997262,4.5,10.usa
829,usa,11,4,male,10/13/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,Because he found the bunny,outcome,outcome,0,0,correct,correct,Because the bunny is behind the red stones,outcome,outcome,NA,4.5229295,4.5,11.usa
830,usa,11,4,male,10/13/20,outcome.only,2,process.only,hamster,1,1,correct,correct,Because there are some foot prints down there,process,process,1,1,correct,correct,Because there are prints on the floor,process,process,NA,4.5229295,4.5,11.usa
831,usa,11,4,male,10/13/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,Because he's behind the blue wall,outcome,outcome,0,0,wrong,wrong,Because the bird is behind the blue wall,outcome,outcome,NA,4.5229295,4.5,11.usa
832,usa,11,4,male,10/13/20,outcome.only,4,process.only,cat,0,0,wrong,wrong,Because he pointed his finger to the blue bench,other,outcome,0,0,wrong,wrong,Because the cat is behind the blue bench,other,other,NA,4.5229295,4.5,11.usa
833,usa,11,4,male,10/13/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck is behind the yellow fence,outcome,outcome,0,0,correct,correct,Because her ducky is behind the yellow fence,outcome,outcome,NA,4.5229295,4.5,11.usa
834,usa,11,4,male,10/13/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because the dog is behind the pink busah,outcome,outcome,0,0,wrong,wrong,Because her dog is behind the pink busah,outcome,outcome,NA,4.5229295,4.5,11.usa
835,usa,12,4,male,10/18/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the bunny is behind the red wall,outcome,outcome,0,NA,correct,NA,i don't know,i don't know,i don't know,NA,4.506502396,4.5,12.usa
836,usa,12,4,male,10/18/20,outcome.only,2,process.only,hamster,0,NA,wrong,NA,Because she has a spinner,other,other,1,NA,correct,NA,i don't know,i don't know,i don't know,NA,4.506502396,4.5,12.usa
837,usa,12,4,male,10/18/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he spun his wheel and it landed on blue and the bird is behind the blue,outcome,outcome,0,NA,wrong,NA,Because he has the spinner,outcome,outcome,NA,4.506502396,4.5,12.usa
838,usa,12,4,male,10/18/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because the bell is right there,process,process,1,NA,correct,NA,i don't know,i don't know,i don't know,NA,4.506502396,4.5,12.usa
839,usa,12,4,male,10/18/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because the arrow is pointing to the yellow and the duck is behind the yellow,process,outcome,0,NA,correct,NA,i don't know,i don't know,i don't know,NA,4.506502396,4.5,12.usa
840,usa,12,4,male,10/18/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because the dog's behind the pink busah,outcome,outcome,0,NA,wrong,NA,Because she did eenie meenie minie mo,outcome,outcome,NA,4.506502396,4.5,12.usa
841,usa,13,4,male,10/20/20,process.only,1,process.only,cat,1,NA,correct,NA,Because he thinks the bell is next to the red bench so the cat is behind the red bench,process,process,1,NA,correct,NA,Because he has the red shirt,other,other,NA,4.45174538,4.5,13.usa
842,usa,13,4,male,10/20/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because its behind the yellow fence,outcome,outcome,0,NA,correct,NA,Because the duck is hiding behind there,outcome,outcome,NA,4.45174538,4.5,13.usa
843,usa,13,4,male,10/20/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because I see the dog behind the pink busah,outcome,outcome,1,NA,correct,NA,Because sometimes I can,other,other,NA,4.45174538,4.5,13.usa
844,usa,13,4,male,10/20/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he's pointing to the red and I see the bunny behind the red stones,outcome,outcome,0,NA,correct,NA,Because he has the same NAe as my dad,other,other,NA,4.45174538,4.5,13.usa
845,usa,13,4,male,10/20/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because I see the footprints cross over to the white logs,process,process,1,NA,correct,NA,Because he's good at finding,process,process,NA,4.45174538,4.5,13.usa
846,usa,13,4,male,10/20/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because I can see the birdie outside the blue wall,outcome,outcome,0,NA,wrong,NA,Because he's doing a better job finding their birdie,outcome,outcome,NA,4.45174538,4.5,13.usa
847,usa,14,4,male,10/21/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,Because I see the bunny,outcome,outcome,0,0,correct,correct,i don't know,i don't know,i don't know,NA,4.402464066,4.5,14.usa
848,usa,14,4,male,10/21/20,outcome.only,2,process.only,hamster,1,1,correct,correct,Because she's pointing to the white logs,process,process,1,1,correct,correct,Because the footprints,process,process,NA,4.402464066,4.5,14.usa
849,usa,14,4,male,10/21/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,Because the bird flew over to the blue fence,outcome,outcome,0,0,wrong,wrong,Because it reminds me when I can't find my toys,other,other,NA,4.402464066,4.5,14.usa
850,usa,14,4,male,10/21/20,outcome.only,4,process.only,cat,1,1,correct,correct,Because he found the cat's bell,process,process,1,1,correct,correct,Because he found the cat's bell,process,process,NA,4.402464066,4.5,14.usa
851,usa,14,4,male,10/21/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck is hiding behind the yellow one,outcome,outcome,0,0,wrong,wrong,Because I think she finds stuff,other,other,NA,4.402464066,4.5,14.usa
852,usa,14,4,male,10/21/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because the dog's hiding behind the pink one,outcome,outcome,0,0,wrong,wrong,Because the dog is behind the busah,outcome,outcome,NA,4.402464066,4.5,14.usa
853,usa,15,4,male,10/16/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the red stones,outcome,outcome,0,NA,correct,NA,Because he knows that the bunny is behind there and he can find stuff too,outcome,outcome,NA,4.640657084,4.5,15.usa
854,usa,15,4,male,10/16/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because I see the footprints and that they go next to the white logs,process,process,1,NA,correct,NA,Because she sees the hamster is in the white logs and is good at finding stuff,process,process,NA,4.640657084,4.5,15.usa
855,usa,15,4,male,10/16/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because its in the blue wall since I see the bird is there and the bird was at the red wall at first but flew to the blue wall,outcome,outcome,0,NA,wrong,NA,Because he knows the bird is hiding behind the blue wall,outcome,outcome,NA,4.640657084,4.5,15.usa
856,usa,15,4,male,10/16/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because I see the bell behind the red one but I don't see the cat behind it,process,process,1,NA,correct,NA,Because I see the bell there and he is right and its by the red bench,process,process,NA,4.640657084,4.5,15.usa
857,usa,15,4,male,10/16/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because I see the duck behind the yellow fence,outcome,outcome,0,NA,correct,NA,Because he knows where the duck is and has a better wheel,outcome,outcome,NA,4.640657084,4.5,15.usa
858,usa,15,4,male,10/16/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because I see the dog jumped over,outcome,outcome,0,NA,wrong,NA,Because she knows everything,outcome,outcome,NA,4.640657084,4.5,15.usa
859,usa,16,5,male,8/5/20,process.only,1,process.only,cat,1,NA,correct,NA,Because bell in the closest color to the color of the cat is the red bench,process,process,1,NA,correct,NA,Because I have a friend NAed Julian,other,other,NA,5.754962355,4.5,16.usa
860,usa,16,5,male,8/5/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because the duck's behind the yellow fence,outcome,outcome,0,NA,correct,NA,Because she found her duck and didn't even know she actually found it,outcome,outcome,NA,5.754962355,4.5,16.usa
861,usa,16,5,male,8/5/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because the dog is behind the pink busah,outcome,outcome,0,NA,wrong,NA,Because she found her dog but she didn't even know,outcome,outcome,NA,5.754962355,4.5,16.usa
862,usa,16,5,male,8/5/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he found the bunny,outcome,outcome,0,NA,correct,NA,Because he found his bunny,outcome,outcome,NA,5.754962355,4.5,16.usa
863,usa,16,5,male,8/5/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because she sees the hamster's footprints,process,process,1,NA,correct,NA,Because he found the hamster's footprints,process,process,NA,5.754962355,4.5,16.usa
864,usa,16,5,male,8/5/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because he found the bird but he didn't even know that,outcome,outcome,0,NA,wrong,NA,Because he found his bird but he didn't even know it,outcome,outcome,NA,5.754962355,4.5,16.usa
865,usa,17,5,male,8/6/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because he thinks the bunny is behind the red stones,outcome,outcome,0,NA,correct,NA,i don't know,i don't know,i don't know,NA,5.366187543,4.5,17.usa
866,usa,17,5,male,8/6/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because the hamster is hiding behind the white logs,outcome,outcome,1,NA,correct,NA,Because its hiding behind the white logs,other,other,NA,5.366187543,4.5,17.usa
867,usa,17,5,male,8/6/20,outcome.only,3,outcome.vs.process,bird,0,NA,correct,NA,*No answer*,other,other,0,NA,wrong,NA,Because the bird is behind the blue wall,outcome,outcome,NA,5.366187543,4.5,17.usa
868,usa,17,5,male,8/6/20,outcome.only,4,process.only,cat,1,NA,correct,NA,i don't know,i don't know,i don't know,1,NA,correct,NA,Because he thinks the cat is behind the red bench,other,other,NA,5.366187543,4.5,17.usa
869,usa,17,5,male,8/6/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,i don't know,i don't know,i don't know,0,NA,correct,NA,Because she thinks the duck is hiding behind the yellow fence,outcome,outcome,NA,5.366187543,4.5,17.usa
870,usa,17,5,male,8/6/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because her dog is behind the pink busah,outcome,outcome,0,NA,wrong,NA,Because the dog is behind the pink busah,outcome,outcome,NA,5.366187543,4.5,17.usa
871,usa,18,5,male,8/6/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because he's hiding behind the red stones,outcome,outcome,1,NA,wrong,NA,Because he wants to help find the bunny behind the red stones,other,other,NA,5.366187543,4.5,18.usa
872,usa,18,5,male,8/6/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because she found a trail of his footprints behind the white logs,process,process,0,NA,wrong,NA,Because the female in the yellow shirt found the traces next to the white logs that lead behind them,process,process,NA,5.366187543,4.5,18.usa
873,usa,18,5,male,8/6/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he's looking at the blue wall Because the bird flew over,outcome,outcome,NA,NA,NA,NA,NA,NA,NA,NA,5.366187543,4.5,18.usa
874,usa,18,5,male,8/6/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because he found the kitty's bell and he thinks their kitty's behind the red bench,process,process,0,NA,wrong,NA,Because the guy in the red shirt found the bell,process,process,NA,5.366187543,4.5,18.usa
875,usa,18,5,male,8/6/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because she did a great job,other,other,1,NA,wrong,NA,Because the duck is on the yellow fence and the one in the red shirt did a great job,other,other,NA,5.366187543,4.5,18.usa
876,usa,18,5,male,8/6/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she pointed eenie meenie minie mo and the dog is behind the pink busah and that's what he did and he jumped,outcome,outcome,1,NA,correct,NA,Because the one in the green shirt did a great job,other,other,NA,5.366187543,4.5,18.usa
877,usa,19,5,female,8/6/20,process.only,1,process.only,cat,1,NA,correct,NA,Because this is red and this is red,other,other,1,NA,correct,NA,I think it's over here Because the bell is over here,process,process,NA,5.607118412,4.5,19.usa
878,usa,19,5,female,8/6/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because I see the duck over here *pointing to yellow fence*,outcome,outcome,0,NA,correct,NA,Because there's a duck over there *pointing to yellow fence*,outcome,outcome,NA,5.607118412,4.5,19.usa
879,usa,19,5,female,8/6/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because I think there's the dog over there,outcome,outcome,0,NA,wrong,NA,Because I think there's the dog over there,outcome,outcome,NA,5.607118412,4.5,19.usa
880,usa,19,5,female,8/6/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because I see the bunny over here *pointing to red rocks*,outcome,outcome,0,NA,correct,NA,Because I see the bunny over here *points to red rocks*,outcome,outcome,NA,5.607118412,4.5,19.usa
881,usa,19,5,female,8/6/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because I see the spots over here,process,process,1,NA,correct,NA,Because I see these spots here *points to tracks*,process,process,NA,5.607118412,4.5,19.usa
882,usa,19,5,female,8/6/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because I see the bird right over here,outcome,outcome,1,NA,correct,NA,Because I see the bird over here,other,other,NA,5.607118412,4.5,19.usa
883,usa,20,5,male,8/11/20,process.only,1,process.only,cat,1,NA,correct,NA,Because the bell is so close to it,process,process,0,NA,wrong,NA,i don't know,i don't know,i don't know,NA,5.108829569,4.5,20.usa
884,usa,20,5,male,8/11/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because the duck is behind that fence and she believes it and she is right,outcome,outcome,0,NA,correct,NA,Because she was already right,outcome,outcome,NA,5.108829569,4.5,20.usa
885,usa,20,5,male,8/11/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because she is right,outcome,outcome,NA,NA,wrong,NA,i don't know,i don't know,i don’t know,NA,5.108829569,4.5,20.usa
886,usa,20,5,male,8/11/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he's right,outcome,outcome,0,NA,correct,NA,Because he was right,outcome,outcome,NA,5.108829569,4.5,20.usa
887,usa,20,5,male,8/11/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because there's tracks,process,process,1,NA,correct,NA,Because she was right,outcome,outcome,NA,5.108829569,4.5,20.usa
888,usa,20,5,male,8/11/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because he was right Because it jumped over to the blue wall,outcome,outcome,0,NA,wrong,NA,Because he was right Because it jumped all the way over,outcome,outcome,NA,5.108829569,4.5,20.usa
889,usa,21,5,female,8/13/20,process.only,1,process.only,cat,1,1,correct,correct,Because there's a bell,process,process,NA,NA,NA,NA,NA,NA,NA,NA,5.544147844,4.5,21.usa
890,usa,21,5,female,8/13/20,process.only,2,outcome.only,duck,0,0,correct,correct,Because the duck is over there,outcome,outcome,0,0,correct,correct,Because it's in the fence part,outcome,outcome,NA,5.544147844,4.5,21.usa
891,usa,21,5,female,8/13/20,process.only,3,outcome.vs.process,dog,0,0,wrong,wrong,The dog is on the pink busah,outcome,outcome,0,0,wrong,wrong,Because it's on the front side of the busah,outcome,outcome,NA,5.544147844,4.5,21.usa
892,usa,21,5,female,8/13/20,process.only,4,outcome.only,bunny,0,0,correct,correct,Because it's behind the red rock,outcome,outcome,0,0,correct,correct,The bunny has ears in this one and it goes in the front side,outcome,outcome,NA,5.544147844,4.5,21.usa
893,usa,21,5,female,8/13/20,process.only,5,process.only,hamster,1,1,correct,correct,It has some footprints over there of the hamster,process,process,1,1,correct,correct,Because then the footprints of the hamster go to the right one,process,process,NA,5.544147844,4.5,21.usa
894,usa,21,5,female,8/13/20,process.only,6,outcome.vs.process,bird,1,1,correct,correct,Because there's a feather,process,process,0,0,wrong,wrong,Because there's a bird,outcome,outcome,NA,5.544147844,4.5,21.usa
895,usa,22,5,male,8/22/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,Because he is pointing where the bunny is,outcome,outcome,0,0,correct,correct,Because he found the bunny,outcome,outcome,NA,5.368925394,4.5,22.usa
896,usa,22,5,male,8/22/20,outcome.only,2,process.only,hamster,1,1,correct,correct,Because she's pointing at the right one,outcome,outcome,0,0,wrong,wrong,Because I like her more,other,other,NA,5.368925394,4.5,22.usa
897,usa,22,5,male,8/22/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,Because the male is pointing the right way,outcome,outcome,0,0,wrong,wrong,Because he can spin that wheel and find out where it is,outcome,outcome,NA,5.368925394,4.5,22.usa
898,usa,22,5,male,8/22/20,outcome.only,4,process.only,cat,0,0,wrong,wrong,Because I like blue more than red,other,other,0,0,wrong,wrong,Because I think he knows where the cat went,other,other,NA,5.368925394,4.5,22.usa
899,usa,22,5,male,8/22/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck is right behind it,outcome,outcome,0,0,correct,correct,Because she knows where the duck is,outcome,outcome,NA,5.368925394,4.5,22.usa
900,usa,22,5,male,8/22/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because she found the dog,outcome,outcome,0,0,wrong,wrong,Because she found the dog,outcome,outcome,NA,5.368925394,4.5,22.usa
901,usa,23,5,female,8/22/20,outcome.only,1,process.only,hamster,0,NA,wrong,NA,Because pink is my favorite color,other,other,0,NA,wrong,NA,Because I like pink a lot,other,other,NA,5.081451061,4.5,23.usa
902,usa,23,5,female,8/22/20,outcome.only,2,outcome.only,bunny,0,NA,correct,NA,Because the stones are red,outcome,outcome,0,NA,correct,NA,Because I like red,other,other,NA,5.081451061,4.5,23.usa
903,usa,23,5,female,8/22/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because the bird's hiding behind the blue wall,outcome,outcome,0,NA,wrong,NA,Because green is my mommy's favorite color,other,other,NA,5.081451061,4.5,23.usa
904,usa,23,5,female,8/22/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because pink is my favorite color and red is a darker version of pink,other,other,0,NA,wrong,NA,Because I like blue and green,other,other,NA,5.081451061,4.5,23.usa
905,usa,23,5,female,8/22/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because I like yellow,other,other,0,NA,correct,NA,Because I like red too,other,other,NA,5.081451061,4.5,23.usa
906,usa,23,5,female,8/22/20,outcome.only,6,outcome.vs.process,dog,0,NA,correct,NA,Because I like teal and green,other,other,0,NA,wrong,NA,Because I like teal,other,other,NA,5.081451061,4.5,23.usa
907,usa,24,5,female,9/15/20,process.only,1,process.only,cat,1,NA,correct,NA,Because I think the cat ran inside the bench,other,other,0,NA,wrong,NA,Because he looks so funny,other,other,NA,5.267624914,4.5,24.usa
908,usa,24,5,female,9/15/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because she found it,outcome,outcome,1,NA,wrong,NA,Because she looks pretty,other,other,NA,5.267624914,4.5,24.usa
909,usa,24,5,female,9/15/20,process.only,3,outcome.vs.process,dog,1,NA,correct,NA,Because she thought the puppy was in the yellow busah,other,other,0,NA,wrong,NA,Because she saw the dog in the pink busah,outcome,outcome,NA,5.267624914,4.5,24.usa
910,usa,24,5,female,9/15/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because the rabbit's behind the red stones,outcome,outcome,1,NA,wrong,NA,Because he thinks the rabbit is behind the gray stones,other,other,NA,5.267624914,4.5,24.usa
911,usa,24,5,female,9/15/20,process.only,5,process.only,hamster,0,NA,wrong,NA,"Because when she did the job with the spinning wheel, she thought the hamster was there",outcome,outcome,1,NA,correct,NA,Because she looks pretty,other,other,NA,5.267624914,4.5,24.usa
912,usa,24,5,female,9/15/20,process.only,6,outcome.vs.process,bird,1,NA,wrong,NA,Because the bird is behind the blue wall and that's correct,outcome,outcome,1,NA,correct,NA,Because he looks funny,other,other,NA,5.267624914,4.5,24.usa
913,usa,25,5,male,9/13/20,process.only,1,process.only,cat,1,NA,correct,NA,Because of the bell,process,process,1,NA,correct,NA,Because he noticed there's a bell,process,process,NA,5.144421629,4.5,25.usa
914,usa,25,5,male,9/13/20,process.only,2,outcome.only,duck,0,NA,correct,NA,Because I can see the duck,outcome,outcome,0,NA,correct,NA,Well she found the duck and we already did find it,outcome,outcome,NA,5.144421629,4.5,25.usa
915,usa,25,5,male,9/13/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because I can see the dog,outcome,outcome,0,NA,wrong,NA,Well she found it,outcome,outcome,NA,5.144421629,4.5,25.usa
916,usa,25,5,male,9/13/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he found the bunny and he's pointing at the red rock,outcome,outcome,0,NA,correct,NA,Because he already found it again,outcome,outcome,NA,5.144421629,4.5,25.usa
917,usa,25,5,male,9/13/20,process.only,5,process.only,hamster,1,NA,correct,NA,Because it will not be camoflauged in the brown logs,other,other,1,NA,correct,NA,Because he's not going to be camoufluaged in the brown logs so he's not in there,process,process,NA,5.144421629,4.5,25.usa
918,usa,25,5,male,9/13/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because I can see the bird and he's using the wheel,outcome,outcome,0,NA,wrong,NA,Well he's pointing at the blue wall and the bird is already hiding there,outcome,outcome,NA,5.144421629,4.5,25.usa
