subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
283	subj.91	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
475	subj.91	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
667	subj.91	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
859	subj.91	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1051	subj.91	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
93	subj.93	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
285	subj.93	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
477	subj.93	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
669	subj.93	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
861	subj.93	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1053	subj.93	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
95	subj.95	.outcome.only	1	.China	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
287	subj.95	.process.only	1	.China	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
479	subj.95	.outcome.process	1	.China	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
671	subj.95	.outcome.only	2	.China	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
863	subj.95	.process.only	2	.China	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1055	subj.95	.outcome.process	2	.China	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
97	subj.97	.outcome.only	1	.China	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
289	subj.97	.process.only	1	.China	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
481	subj.97	.outcome.process	1	.China	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
673	subj.97	.outcome.only	2	.China	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
865	subj.97	.process.only	2	.China	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1057	subj.97	.outcome.process	2	.China	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
99	subj.99	.outcome.only	1	.China	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
291	subj.99	.process.only	1	.China	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
483	subj.99	.outcome.process	1	.China	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
675	subj.99	.outcome.only	2	.China	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
867	subj.99	.process.only	2	.China	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1059	subj.99	.outcome.process	2	.China	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
1	subj.1	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
193	subj.1	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
385	subj.1	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
577	subj.1	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
769	subj.1	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
961	subj.1	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
100	subj.100	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
292	subj.100	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
484	subj.100	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
676	subj.100	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
868	subj.100	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1060	subj.100	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
102	subj.102	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
294	subj.102	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
486	subj.102	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
678	subj.102	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
870	subj.102	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1062	subj.102	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
104	subj.104	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
296	subj.104	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
488	subj.104	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
680	subj.104	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
872	subj.104	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1064	subj.104	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
106	subj.106	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
298	subj.106	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
490	subj.106	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
682	subj.106	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
874	subj.106	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1066	subj.106	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
108	subj.108	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
300	subj.108	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
492	subj.108	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
684	subj.108	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
876	subj.108	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1068	subj.108	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
11	subj.11	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
203	subj.11	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
395	subj.11	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
587	subj.11	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
779	subj.11	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
971	subj.11	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
111	subj.111	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
303	subj.111	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
495	subj.111	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
687	subj.111	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
879	subj.111	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1071	subj.111	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
113	subj.113	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
305	subj.113	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
497	subj.113	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
689	subj.113	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
881	subj.113	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1073	subj.113	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
115	subj.115	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
307	subj.115	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
499	subj.115	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
691	subj.115	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
883	subj.115	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1075	subj.115	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
117	subj.117	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
309	subj.117	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
501	subj.117	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
693	subj.117	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
885	subj.117	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1077	subj.117	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
119	subj.119	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
311	subj.119	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
503	subj.119	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
695	subj.119	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
887	subj.119	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1079	subj.119	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
120	subj.120	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
312	subj.120	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
504	subj.120	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
696	subj.120	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
888	subj.120	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1080	subj.120	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
122	subj.122	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
314	subj.122	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
506	subj.122	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
698	subj.122	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
890	subj.122	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1082	subj.122	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
124	subj.124	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
316	subj.124	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
508	subj.124	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
700	subj.124	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
892	subj.124	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1084	subj.124	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
126	subj.126	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
318	subj.126	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
510	subj.126	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
702	subj.126	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
894	subj.126	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1086	subj.126	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
128	subj.128	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
320	subj.128	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
512	subj.128	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
704	subj.128	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
896	subj.128	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1088	subj.128	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
13	subj.13	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
205	subj.13	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
397	subj.13	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
589	subj.13	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
